index	dev_index	question1	cues	question2	cues	judgment	is_important	
189	18233	Is it possible to recall a sent (or unread) WhatsApp message?	unread [9]	WhatsApp: Can I cancel a message sent on whatsapp?		0	No	
190	22742	If I am charged for a crime I didn't commit, then served the full sentence, am I entitled to commit the crime then?	n't [9]	I am a successful student with a bright future.  Right now, I am being charged with domestic violence and I am innocent.  Should I go to trial?  Should I take a plea, for a crime I did not commit and cripple my future success?	crime [42]	0	No	
191	11566	I have an interview in Telecom in 5 days. Where can I find a good free online course on the basics of 2g,3g,4g?		Is it a sin if you're a Christian and don't vote?	n't [11]	0	No	
192	8133	Why is the world so unfair?	unfair [5]	Is the world unfair to you?	unfair [3]	1	No	
193	31588	What are some unsung heroes?	unsung [3]	Who are some unsung heroes of India?	unsung [3]	0	No	
194	9077	How do I know am not been cheated on by my partner in a relationship?	not [5]	How do I know my partner is in another relationship?		1	No	
195	8271	What are the most historically unrealistic features in Total War battles?	unrealistic [5]	Why were casualties in historic battles usually lower than in total war games?		0	No	
196	9265	How do I access the Belkin router website?		What should I do if I can't access my Belkin router homepage?	n't [7]	0	No	
197	36852	If he says to me ""I don't care what you do, just make sure I don't catch you and wear a condom"" supposed to mean?	n't [10] | n't [21]	If you ask a friend how they are after ending his affair with a married woman and he says, ""I don't want to talk about it"" what does this mean?	n't [25]	0	No	
198	33099	How do I come up with Android App ideas?		What might have been the natural evolution of Africa has not been colonized?	not [10]	0	No	
199	11555	How do I make a virtual pro on FIFA 16? And how do you play as the pro(be a pro).		How can I install a real Linux distro (not a virtual one) on a MacBook Pro?	not [9]	0	No	
200	31906	Should people over 98 not be allowed to vote?	not [4]	Should people over 97 not be allowed to vote?	not [4]	1	No	
201	10287	How much time does a waiter spend in taking orders?		Is it worth my time or a good idea to take a GRE test without preparation in order to see how much progress I need to make?	without [14]	0	No	
202	9376	Why did allama Iqbal not win a Nobel prize?	not [4]	Why are women usually so finicky and complicated regarding sex?		0	No	
203	615	How are Telugu and Tamil languages related?		Why there is no relation between Telugu and Tamil?	no [3]	0	Yes	
204	33875	Can something that is infinite have a beginning?		Can something have an ending without a beginning?	without [5]	0	No	
205	34144	Why did you not choose Bernie Sanders as your running mate?	not [3]	If you win the Democratic nomination, would you choose Bernie Sanders as your running mate?		0	No	
206	8530	I woke up with my right side of my body feeling numb. I don't have any health issues. Should I be worried?	n't [15]	I need to pee right after waking up and I feel really cold. Why is this?		0	No	
207	26688	Is a non nicotine vape with just flavourings bad for you?	non [2]	Is vaping without nicotine bad for you?	without [2]	1	No	
208	26640	Why we are sleeping at night?		Why don't I get sleep at nights?	n't [2]	0	No	
209	10119	Is it dangerous/unprofessional to wear basketball shorts while working in a retail setting?	unprofessional [4]	Do Pakistan women wear Shorts while sports?		0	No	
210	26053	Why doesn't the Indian government get rid of reservation?	n't [2]	Why doesn't the Indian government ban the reservation?	n't [2]	1	No	
1	3690	Why do people stay in unhealthy or abusive relationships?	unhealthy [5]	Why do people stay in poisonous relationships?		1	No
2	32496	Is it good to do MBA or PGDM after electrical & electronics engineering with experience?		Is it good to do MBA or PGDM after electrical & electronics engineering with no experience?	no [14]	0	Yes
3	14039	Did the Nazis really play Yahtzee? If so, then why isn't it spelled Yazi?	n't [13]	I'm considering subscribing to a Magento cloud hosting. What can I expect from it? How safe is it?		0	No
4	29014	How can I become a race car or F1 driver?		How do I become an F1 driver when you have limited resources and no racing history?	no [13]	1	No
5	39260	The alleged father is not excluded as the biological father of the tested child. What does this result mean?	not [4]	Who is the biological father of Stephen Hawking's third child?		0	No
6	20490	I always promise myself I'll start eating healthy but I fail. What can I do about it?		Every night, I wonder why I don't do the things I promised myself to do. I really want to do it and work hard on it. No matter what, I always tend to fail. Are there any ways to fix that?	n't [8] | No [30]	0	No
7	13052	What happens if an innocent man was sentenced for jail for 30 years then discovered he was innocent?		What's it like to be involved with putting someone in jail for life who is later proven to be innocent after unjustly serving years in prison?	unjustly [22]	0	No
8	12956	What would decrease a material's thermal energy?		Why is Tyrion not able to complete his joke regarding the honeycomb and jackass in the show?	not [3] | able [4]	0	No
9	11607	What can money buy?		What is something money can't buy?	n't [5]	1	No
10	37047	What would you do if some day you discover that you've lost everything in life and you practically dont have anything left to lose anymore?	nt [20]	What are the lost days of your life?		0	No
11	3195	Is energy in vacuum real? How do we know that this energy that can be borrowed and returned immediately is real if virtual particles didn't exist then?	n't [26]	Do virtual particles in vacuum really exist?		1	No
12	32859	Why haven't computer manufacturers switched to USB Type-C?	n't [2]	Why is the adoption for USB type C connector very slow?		0	No
13	25175	I have taken 3.54L education loan in 2011 for my degree. It's been 1 year after engg and I haven't secured any job. What to do?	n't [22]	Is it compulsory to choose one of graduation subject as optional in Uttar Pradesh assistant conservator of forest exam?		0	No
14	16147	Can animals see ghosts or spirits?		Do animals see ghosts, spirits or other phenomena unseen by humans?	unseen [9]	1	No
15	16905	If name and a/c no. on cheque don't match then is the cheque cleared?	n't [11]	Where is the cheque number in a cheque?		0	No
16	29386	Why are there still families in Aleppo?		Will Hillary help people doing sex work not be caught in the trafficking efforts? Do you realise the hurt to marginalised people being done?	not [7]	0	No
17	8941	Why when I urinate does my urine sometimes come out in two directions simultaneously?		How long can you live with no urine output?	no [6]	0	No
18	993	Why are rechargeable AA batteries made to be 1.2V while alkalines are 1.5V?		Why can't I buy a 5v battery?	n't [2]	0	No
19	36488	Who was philosophical guru of Shivaji Maharaj?		What are the unknown facts of shivaji maharaj?	unknown [3]	0	No
20	3941	If you block someone on Instagram could they still see you in the followers list of an account that didn't block them and they already know?	n't [20]	Why is a user still on my followers list even after I've blocked them on Instagram?		0	No
21	4819	What are the methods to avoid pregnancy?		How do I avoid unwanted pregnancy?	unwanted [4]	1	No
22	24711	Why is there an asteroid belt?		What if the asteroid belt didn't exist?	n't [6]	0	No
23	35358	How can people who voted for Obama say Trump is not qualified to be president?	not [10]	Why are people saying President Obama lacks leadership?		0	No
24	6721	Why isn't Prince Philip the King of England when his wife is the Queen?	n't [2]	How did Queen Mary I of England die?		0	No
25	33707	Is it a bad idea to switch careers if I am good at what I currently do?		Need help, I am aspiring for IAS 17. I teach students from 2-8 but due to this don't know what can be my routine for IAS, how and what to study?	n't [22]	0	No
