index	dev_index	premise	cues	hypothesis	cues	judgment	is_important
130	3274	Which Apollo was the first testing of the LM, unmanned, in Earth's orbit?	unmanned [10]	Apollo 5 (AS-204) was the first unmanned test flight of LM in Earth orbit, launched from pad 37 on January 22, 1968, by the Saturn IB that would have been used for Apollo 1.	unmanned [8]	entailment	No
131	3714	In 2004 the Orange revolution occurred in what country?		It has been used in many nonviolent resistance movements in India (Gandhi's campaigns for independence from the British Empire), in Czechoslovakia's Velvet Revolution and in East Germany to oust their communist governments, In South Africa in the fight against apartheid, in the American Civil Rights Movement, in the Singing Revolution to bring independence to the Baltic countries from the Soviet Union, recently with the 2003 Rose Revolution in Georgia and the 2004 Orange Revolution in Ukraine, among other various movements worldwide.	nonviolent [6]	entailment	No
132	5304	What group of civil disobedients brought medicine to Iraq without the permission of the government?	without [9]	Some civil disobedients, such as the proprietors of illegal medical cannabis dispensaries and Voice in the Wilderness, which brought medicine to Iraq without the permission of the U.S. Government, directly achieve a desired social goal (such as the provision of medication to the sick) while openly breaking the law.	without [24]	entailment	No
133	1183	What administrative division did Kublai leave unmodified?	unmodified [6]	He restored the Imperial Secretariat and left the local administrative structure of past Chinese dynasties unchanged.		entailment	No
134	1644	Which party is currently the largest among political party lines?		However its role participation in the legislative process still remains limited because no member can actually or pass legislation without the Commission and Council, meaning power ("kratia") is not in the hands of directly elected representatives of the people ("demos"): in the EU it is not yet true that "the administration is in the hands of the many and not of the few.	no [12] | without [19] | not [33] | not [55] | not [70]	not_entailment	No
135	2648	What is the only district in the CBD to not have "downtown" in it's name?	not [9]	Southern California is home to many major business districts.		not_entailment	No
136	3862	Who lives no longer on average than Greeks and New Zealanders?	no [2]	Americans live no longer on average (about 77 years in 2004) than Greeks (78 years) or New Zealanders (78), though the USA has a higher GDP per capita.	no [2]	entailment	No
137	2967	What was the steam engine an important component of?		The stationary steam engine was a key component of the Industrial Revolution, allowing factories to locate where water power was unavailable.	unavailable [21]	entailment	No
138	2649	What do a number of researchers think a shortage of is caused in part by income inequality?		The ad valorem property tax policy combined with rising prices made it difficult or impossible for low income residents to keep pace.	impossible [14]	not_entailment	No
139	277	What did the BankAmericard allow customers do to that they couldn't do with previous financial instruments?	n't [11]	In 1976, BankAmericard was renamed and spun off into a separate company known today as Visa Inc.		not_entailment	No
140	4165	What are the two simple word responses to a decision problem?		A decision problem can be viewed as a formal language, where the members of the language are instances whose output is yes, and the non-members are those instances whose output is no.	non [26] | - [27] | no [35]	not_entailment	No
141	2190	When rock formations are found on top of a fault that have not been cut, then they must be older or younger than the fault?	not [12]	Faults are younger than the rocks they cut; accordingly, if a fault is found that penetrates some formations but not those on top of it, then the formations that were cut are older than the fault, and the ones that are not cut must be younger than the fault.	not [21] | not [45]	entailment	No
142	4974	What can people work towards if they aren't denied their functionings, capabilities and agency?	n't [8]	To prevent such inequality, this approach believes it’s important to have political freedom, economic facilities, social opportunities, transparency guarantees, and protective security to ensure that people aren’t denied their functionings, capabilities, and agency and can thus work towards a better relevant income.	n’t [33]	entailment	No
143	526	What might the Amazon forest become if it passes the tipping point and starts to die?		Scientists at the Brazilian National Institute of Amazonian Research argue in the article that this drought response, coupled with the effects of deforestation on regional climate, are pushing the rainforest towards a "tipping point" where it would irreversibly start to die.	irreversibly [41]	not_entailment	No
